id,tnea_code,sl_no,department_code,department_name,approved_intake,year_of_starting,nba_accredited,accreditation_valid_upto,approval_marker
1062,2005,5,PR,PRODUCTION ENGINEERING,60,1978,Yes,2027,
1063,2005,6,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,60,1984,Yes,2026,
1064,2005,7,CS,COMPUTER SCIENCE AND ENGINEERING,60,1986,Yes,2027,
1065,2005,8,IT,INFORMATION TECHNOLOGY,60,2001,No,,
1066,2005,9,IB,INDUSTRIAL BIO TECHNOLOGY,120,2002,No,,
1067,2005,10,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2025,No,,
1068,2006,1,AS,AUTOMOBILE ENGINEERING (SS),60,1999,Yes,2028,
1069,2006,2,BS,BIO TECHNOLOGY (SS),60,2000,Yes,2028,
1070,2006,3,BY,BIO MEDICAL ENGINEERING (SS),60,2006,Yes,2028,
1071,2006,4,CE,CIVIL ENGINEERING,30,1953,No,,
1072,2006,5,CG,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),60,2022,No,,
1073,2006,6,CM,COMPUTER SCIENCE AND ENGINEERING (SS),138,1987,No,,
1074,2006,7,CN,CIVIL ENGINEERING (SS),30,2008,No,,
1075,2006,8,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1968,Yes,2030,
1076,2006,9,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1951,Yes,2028,
1077,2006,10,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),78,2000,Yes,2030,
1078,2006,11,FY,FASHION TECHNOLOGY (SS),60,2006,Yes,2028,
1079,2006,12,IM,INFORMATION TECHNOLOGY (SS),138,1999,No,,
1080,2006,13,IY,INSTRUMENTATION AND CONTROL ENGINEERING (SS),60,2007,Yes,2026,
1081,2006,14,ME,MECHANICAL ENGINEERING,60,1951,Yes,2028,
1082,2006,15,MF,MECHANICAL ENGINEERING (SS),60,2007,Yes,2028,
1083,2006,16,MS,MECHANICAL ENGINEERING (SANDWICH) (SS),60,1983,No,,
1084,2006,17,MT,METALLURGICAL ENGINEERING,30,1968,Yes,2030,
1085,2006,18,MY,METALLURGICAL ENGINEERING (SS),30,2008,Yes,2030,
1086,2006,19,PN,PRODUCTION ENGINEERING (SS),30,2008,No,,
1087,2006,20,PR,PRODUCTION ENGINEERING,30,1975,No,,
1088,2006,21,RA,ROBOTICS AND AUTOMATION (SS),60,2011,Yes,2026,
1089,2006,22,TX,TEXTILE TECHNOLOGY,30,1965,Yes,2030,
1090,2006,23,TT,TEXTILE TECHNOLOGY (SS),30,2008,Yes,2030,
1091,2006,24,EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),60,2025,Yes,2028,
1092,2007,1,CE,CIVIL ENGINEERING,45,1956,Yes,2028,
1093,2007,2,CN,CIVIL ENGINEERING (SS),15,2011,Yes,2028,
1094,2007,3,ME,MECHANICAL ENGINEERING,65,1956,Yes,2028,
1095,2007,4,MF,MECHANICAL ENGINEERING (SS),55,2009,Yes,2028,
1096,2007,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,65,1956,Yes,2028,
1097,2007,6,EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),55,2013,Yes,2028,
1098,2007,7,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1968,Yes,2028,
1099,2007,8,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),60,2008,Yes,2028,
1100,2007,9,CS,COMPUTER SCIENCE AND ENGINEERING,60,1986,Yes,2028,
1101,2007,10,CM,COMPUTER SCIENCE AND ENGINEERING (SS),120,2008,Yes,2028,
1102,2007,11,IM,INFORMATION TECHNOLOGY (SS),60,2000,Yes,2027,
1103,2007,12,CH,CHEMICAL ENGINEERING,40,1963,Yes,2028,
1104,2007,13,CL,CHEMICAL ENGINEERING (SS),20,2018,Yes,2028,
1105,2007,14,AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),60,2021,No,,
1106,2007,15,EL,Electronics Engineering (VLSI Design and Technology) (SS),60,2026,,,
1107,2025,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
1108,2025,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2018,No,,
1109,2025,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2018,No,,
1110,2025,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2018,No,,
1111,2025,5,ME,MECHANICAL ENGINEERING,60,2018,No,,
1112,2025,6,EL,Electronics Engineering (VLSI Design and Technology) (SS),60,2024,No,,
1113,2302,1,AG,AGRICULTURAL ENGINEERING,30,2016,Yes,2027,
1114,2302,2,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2020,No,,##
1115,2302,3,BM,BIO MEDICAL ENGINEERING,60,2020,No,,
1116,2302,4,IT,INFORMATION TECHNOLOGY,60,2020,No,,
1117,2302,5,CS,COMPUTER SCIENCE AND ENGINEERING,120,2011,No,,##
1118,2302,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2011,No,,##
1119,2302,7,ME,MECHANICAL ENGINEERING,60,2011,Yes,2026,
1120,2302,8,SC,Computer Science and Engineering (Cyber Security),120,2023,No,,##
1121,2302,9,AL,Artificial Intelligence and Machine Learning,60,2026,,,**
1122,2302,10,CO,COMPUTER AND COMMUNICATION ENGINEERING,60,2026,,,##
1123,2323,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2026,,,
1124,2323,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2026,,,
1125,2323,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2026,,,
1126,2323,4,IT,INFORMATION TECHNOLOGY,60,2026,,,
1127,2327,1,CS,COMPUTER SCIENCE AND ENGINEERING,90,2011,No,,
1128,2327,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,90,2011,No,,
1129,2327,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2011,No,,
1130,2327,4,ME,MECHANICAL ENGINEERING,30,2011,No,,
1131,2327,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2023,No,,
1132,2327,6,IT,INFORMATION TECHNOLOGY,60,2023,No,,
1133,2327,7,CE,CIVIL ENGINEERING,30,2011,No,,
1134,2329,1,AG,AGRICULTURAL ENGINEERING,0,2020,No,,
1135,2329,2,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),180,2023,No,,
1136,2329,3,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,360,2020,No,,
1137,2329,4,BT,BIO TECHNOLOGY,60,2020,No,,
1138,2329,5,CS,COMPUTER SCIENCE AND ENGINEERING,240,2011,No,,
1139,2329,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,240,2011,Yes,2026,
1140,2329,7,IT,INFORMATION TECHNOLOGY,120,2011,Yes,2026,
1141,2329,8,ME,MECHANICAL ENGINEERING,60,2011,Yes,2027,
1142,2329,9,XS,COMPUTER SCIENCE AND ENGINEERING (TAMIL),60,2021,No,,
1143,2329,10,SC,Computer Science and Engineering (Cyber Security),180,2024,No,,
1144,2329,11,MZ,Mechatronics Engineering,60,2024,No,,
1145,2332,1,CE,CIVIL ENGINEERING,60,2011,No,,
1146,2332,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2011,No,,
1147,2332,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2011,No,,
1148,2332,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2011,No,,
1149,2332,5,ME,MECHANICAL ENGINEERING,60,2011,No,,
1150,2332,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
1151,2338,1,CS,COMPUTER SCIENCE AND ENGINEERING,60,2013,No,,
1152,2338,2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2013,No,,
1153,2338,3,ME,MECHANICAL ENGINEERING,30,2013,No,,
1154,2338,4,BM,BIO MEDICAL ENGINEERING,60,2020,No,,
1155,2338,5,AG,AGRICULTURAL ENGINEERING,60,2021,No,,
1156,2338,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
1157,2338,7,IT,INFORMATION TECHNOLOGY,60,2023,No,,
1158,2341,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,90,2022,No,,
1159,2341,2,BM,BIO MEDICAL ENGINEERING,60,2020,No,,
1160,2341,3,CE,CIVIL ENGINEERING,30,2011,No,,
1161,2341,4,CS,COMPUTER SCIENCE AND ENGINEERING,90,2011,No,,
1162,2341,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2011,No,,
1163,2341,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,90,2011,No,,
1164,2341,7,IT,INFORMATION TECHNOLOGY,60,2022,No,,
1165,2341,8,ME,MECHANICAL ENGINEERING,30,2011,No,,
1166,2342,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,90,2023,No,,**
1167,2342,2,CS,COMPUTER SCIENCE AND ENGINEERING,150,2011,Yes,2028,
1168,2342,3,CE,CIVIL ENGINEERING,30,2012,No,,
1169,2342,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2011,No,,
1170,2342,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2011,Yes,2028,
1171,2342,6,IT,INFORMATION TECHNOLOGY,60,2023,No,,
1172,2342,7,ME,MECHANICAL ENGINEERING,30,2011,No,,
1173,2342,8,RM,ROBOTICS AND AUTOMATION,30,2026,,,**
1174,2342,9,SC,Computer Science and Engineering (Cyber Security),30,2026,,,**
1175,2343,1,HT,HANDLOOM AND TEXTILE TECHNOLOGY,60,2015,No,,
1176,2345,1,CE,CIVIL ENGINEERING,30,2011,No,,
1177,2345,2,AG,AGRICULTURAL ENGINEERING,30,2021,No,,
1178,2345,3,CS,COMPUTER SCIENCE AND ENGINEERING,180,2011,No,,
1179,2345,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2011,No,,
1180,2345,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2014,No,,
1181,2345,6,ME,MECHANICAL ENGINEERING,30,2012,No,,
1182,2345,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2021,No,,
1183,2345,8,IT,INFORMATION TECHNOLOGY,60,2022,No,,
1184,2345,9,RM,ROBOTICS AND AUTOMATION,30,2023,No,,
1185,2346,1,CS,COMPUTER SCIENCE AND ENGINEERING,60,2011,No,,
1186,2346,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2011,No,,
1187,2346,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2011,No,,
1188,2346,4,ME,MECHANICAL ENGINEERING,30,2011,No,,
1189,2346,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
1190,2346,6,BM,BIO MEDICAL ENGINEERING,30,2024,No,,
1191,2346,7,IT,INFORMATION TECHNOLOGY,60,2024,No,,
1192,2347,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2024,No,,
1193,2347,2,AG,AGRICULTURAL ENGINEERING,60,2021,No,,
1194,2347,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2013,No,,
1195,2347,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2014,No,,
1196,2347,5,IT,INFORMATION TECHNOLOGY,120,2022,No,,
1197,2347,6,ME,MECHANICAL ENGINEERING,60,2013,No,,
1198,2347,7,CS,COMPUTER SCIENCE AND ENGINEERING,120,2013,No,,
1199,2347,8,SC,Computer Science and Engineering (Cyber Security),60,2026,,,##
1200,2349,1,CS,COMPUTER SCIENCE AND ENGINEERING,60,2013,No,,
1201,2349,2,BM,BIO MEDICAL ENGINEERING,30,2017,No,,
1202,2349,3,FD,FOOD TECHNOLOGY,30,2019,No,,
1203,2349,4,RM,ROBOTICS AND AUTOMATION,60,2020,No,,
1204,2349,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2021,No,,
1205,2349,6,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2024,No,,
1206,2349,7,SC,Computer Science and Engineering (Cyber Security),30,2024,No,,
1207,2349,8,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2024,No,,
1208,2349,9,IT,INFORMATION TECHNOLOGY,30,2025,No,,
1209,2350,1,CE,CIVIL ENGINEERING,60,2014,No,,
1210,2350,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2012,No,,
1211,2350,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2012,No,,
1212,2350,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2012,No,,
1213,2350,5,ME,MECHANICAL ENGINEERING,60,2012,No,,
1214,2354,1,CE,CIVIL ENGINEERING,30,2012,No,,
1215,2354,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2012,No,,
1216,2354,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2012,No,,
1217,2354,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2012,No,,
1218,2354,5,ME,MECHANICAL ENGINEERING,60,2012,No,,
1219,2354,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
1220,2354,7,IT,INFORMATION TECHNOLOGY,60,2025,No,,
1221,2356,1,CS,COMPUTER SCIENCE AND ENGINEERING,60,2012,No,,
1222,2356,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2012,No,,
1223,2356,3,ME,MECHANICAL ENGINEERING,60,2012,No,,
1224,2356,4,CE,CIVIL ENGINEERING,30,2012,No,,
1225,2356,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2014,No,,
1226,2356,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,30,2023,No,,
1227,2357,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,300,2021,No,,
1228,2357,2,CS,COMPUTER SCIENCE AND ENGINEERING,420,2012,Yes,2028,
1229,2357,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,360,2012,Yes,2026,
1230,2357,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2012,Yes,2026,
1231,2357,5,IT,INFORMATION TECHNOLOGY,120,2019,Yes,2028,
1232,2357,6,ME,MECHANICAL ENGINEERING,30,2012,Yes,2028,
1233,2357,7,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),120,2024,No,,
1234,2360,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,90,2022,No,,
1235,2360,2,AG,AGRICULTURAL ENGINEERING,30,2023,No,,
1236,2360,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2012,No,,
1237,2360,4,ME,MECHANICAL ENGINEERING,30,2012,No,,
1238,2360,5,MZ,Mechatronics Engineering,30,2012,No,,
1239,2360,6,IT,INFORMATION TECHNOLOGY,30,2023,No,,
1240,2360,7,CS,COMPUTER SCIENCE AND ENGINEERING,90,2026,,,**
1241,2361,1,AR,Architecture,80,2012,No,,
1242,2361,2,DA,Bachelor of Design,30,2026,,,
1243,2367,1,CE,CIVIL ENGINEERING,30,2013,No,,
1244,2367,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2013,No,,
1245,2367,3,ME,MECHANICAL ENGINEERING,30,2013,No,,
1246,2367,4,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2020,No,,
1247,2367,5,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2021,No,,
1248,2367,6,IT,INFORMATION TECHNOLOGY,60,2023,No,,
1249,2367,7,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
1250,2367,8,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
1251,2367,9,CS,COMPUTER SCIENCE AND ENGINEERING,120,2013,No,,
1252,2368,1,CE,CIVIL ENGINEERING,60,2013,No,,
1253,2368,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2013,No,,
1254,2368,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2013,No,,
1255,2368,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2013,No,,
1256,2368,5,ME,MECHANICAL ENGINEERING,60,2013,No,,
1257,2369,1,CE,CIVIL ENGINEERING,60,2013,No,,
1258,2369,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2013,No,,
1259,2369,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2013,No,,
1260,2369,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2013,No,,
1261,2369,5,ME,MECHANICAL ENGINEERING,60,2013,No,,
1262,2369,6,IT,INFORMATION TECHNOLOGY,60,2025,No,,
1263,2377,1,CE,CIVIL ENGINEERING,60,2014,Yes,2027,
1264,2377,2,CS,COMPUTER SCIENCE AND ENGINEERING,240,2014,Yes,2027,
1265,2377,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,2014,Yes,2027,
1266,2377,4,ME,MECHANICAL ENGINEERING,120,2014,Yes,2027,
1267,2377,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2022,No,,
1268,2377,6,IC,INSTRUMENTATION AND CONTROL ENGINEERING,60,2024,No,,
1269,2377,7,EV,Electronics Engineering (VLSI Design and Technology),60,2025,No,,
1270,2377,8,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,2014,Yes,2027,
1271,2377,9,RI,ROBOTICS AND ARTIFICIAL INTELLIGENCE,60,2026,,,**
1272,2377,10,DA,Bachelor of Design,30,2026,,,**
1273,2378,1,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2023,No,,
1274,2378,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2023,No,,
1275,2378,3,SC,Computer Science and Engineering (Cyber Security),60,2023,No,,
1276,2378,4,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2025,No,,
1277,2378,5,AL,Artificial Intelligence and Machine Learning,60,2025,No,,
1278,2601,1,AE,AERONAUTICAL ENGINEERING,60,2009,No,,
1279,2601,2,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2023,No,,
1280,2601,3,BM,BIO MEDICAL ENGINEERING,60,2003,Yes,2027,
1281,2601,4,BT,BIO TECHNOLOGY,60,2003,Yes,2027,
1282,2601,5,CE,CIVIL ENGINEERING,30,1993,No,,
1283,2601,6,CH,CHEMICAL ENGINEERING,30,1993,No,,
1284,2601,7,CS,COMPUTER SCIENCE AND ENGINEERING,180,1991,Yes,2027,
1285,2601,8,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,1991,Yes,2027,
1286,2601,9,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1992,Yes,2027,
1287,2601,10,IT,INFORMATION TECHNOLOGY,60,2001,Yes,2027,
1288,2601,11,ME,MECHANICAL ENGINEERING,60,1991,No,,
1289,2601,12,AR,Architecture,20,1993,No,,
1290,2601,13,SC,Computer Science and Engineering (Cyber Security),120,2024,No,,
1291,2601,14,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2025,No,,
1292,2601,15,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2025,No,,
1293,2602,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,30,2022,No,,
1294,2602,2,AG,AGRICULTURAL ENGINEERING,30,2022,No,,
1295,2602,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,1996,No,,
1296,2602,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,1996,No,,
1297,2602,5,IT,INFORMATION TECHNOLOGY,60,2022,No,,
1298,2602,6,ME,MECHANICAL ENGINEERING,30,2004,No,,
1299,2602,7,MD,MEDICAL ELECTRONICS ENGINEERING,60,2019,No,,
1300,2602,8,RM,ROBOTICS AND AUTOMATION,30,2022,No,,
1301,2603,1,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1994,No,,
1302,2603,2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1994,Yes,2027,
1303,2603,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2004,No,,
1304,2603,4,ME,MECHANICAL ENGINEERING,60,2009,Yes,2027,
1305,2603,5,CY,Cyber Security,60,2025,No,,
1306,2607,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2020,No,,
1307,2607,2,CS,COMPUTER SCIENCE AND ENGINEERING,180,1994,Yes,2028,
1308,2607,3,ME,MECHANICAL ENGINEERING,60,1994,Yes,2027,
1309,2607,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,90,1994,Yes,2028,
1310,2607,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,1994,Yes,2028,
1311,2607,6,TX,TEXTILE TECHNOLOGY,30,1997,Yes,2028,
1312,2607,7,IT,INFORMATION TECHNOLOGY,120,1998,Yes,2028,
1313,2607,8,BT,BIO TECHNOLOGY,60,2002,Yes,2028,
1314,2607,9,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,0,2020,No,,
1315,2607,10,CE,CIVIL ENGINEERING,60,2002,Yes,2028,
1316,2607,11,FD,FOOD TECHNOLOGY,60,2016,Yes,2028,
1317,2607,12,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2022,No,,
1318,2607,13,MZ,Mechatronics Engineering,60,2001,Yes,2027,
1319,2607,14,EV,Electronics Engineering (VLSI Design and Technology),60,2023,No,,
1320,2607,15,RM,ROBOTICS AND AUTOMATION,60,2026,,,
1321,2608,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2020,No,,
1322,2608,2,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2020,No,,
1323,2608,3,CS,COMPUTER SCIENCE AND ENGINEERING,180,2000,Yes,2028,
1324,2608,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,300,2000,Yes,2026,
1325,2608,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,2001,Yes,2026,
1326,2608,6,IT,INFORMATION TECHNOLOGY,120,2001,Yes,2028,
1327,2608,7,ME,MECHANICAL ENGINEERING,90,2000,Yes,2026,
1328,2608,8,CE,CIVIL ENGINEERING,30,2009,Yes,2028,
1329,2608,9,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2023,No,,
1330,2608,10,EV,Electronics Engineering (VLSI Design and Technology),60,2024,No,,
1331,2608,11,SC,Computer Science and Engineering (Cyber Security),60,2025,No,,
1332,2609,1,AE,AERONAUTICAL ENGINEERING,60,2009,No,,
1333,2609,2,AG,AGRICULTURAL ENGINEERING,60,2014,No,,
1334,2609,3,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,240,2021,No,,
1335,2609,4,CS,COMPUTER SCIENCE AND ENGINEERING,180,1995,Yes,2028,
1336,2609,5,CE,CIVIL ENGINEERING,60,2002,No,,
1337,2609,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,1995,Yes,2028,
1338,2609,7,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,1999,Yes,2028,
1339,2609,8,IT,INFORMATION TECHNOLOGY,120,1999,No,,
1340,2609,9,ME,MECHANICAL ENGINEERING,60,1995,No,,
1341,2609,10,CY,Cyber Security,120,2021,No,,
1342,2609,11,MZ,Mechatronics Engineering,60,2025,No,,
1343,2610,1,BM,BIO MEDICAL ENGINEERING,60,2018,Yes,2028,
1344,2610,2,BT,BIO TECHNOLOGY,60,2018,No,,
1345,2610,3,CE,CIVIL ENGINEERING,30,2013,Yes,2028,
1346,2610,4,CS,COMPUTER SCIENCE AND ENGINEERING,300,2000,Yes,2027,
1347,2610,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,240,2000,Yes,2027,
1348,2610,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,2000,Yes,2027,
1349,2610,7,IT,INFORMATION TECHNOLOGY,120,2001,Yes,2028,
1350,2610,8,ME,MECHANICAL ENGINEERING,120,2004,Yes,2027,
1351,2610,9,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,240,2020,No,,
1352,2610,10,SC,Computer Science and Engineering (Cyber Security),60,2020,No,,
1353,2610,11,MZ,Mechatronics Engineering,30,2020,No,,
1354,2610,12,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2023,No,,
1355,2610,13,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2023,No,,
1356,2610,14,EV,Electronics Engineering (VLSI Design and Technology),30,2023,No,,
1357,2611,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2023,No,,
1358,2611,2,AG,AGRICULTURAL ENGINEERING,60,2015,No,,
1359,2611,3,AE,AERONAUTICAL ENGINEERING,60,2015,No,,
1360,2611,4,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),90,2022,No,,
1361,2611,5,BT,BIO TECHNOLOGY,60,2020,No,,
1362,2611,6,CE,CIVIL ENGINEERING,60,2005,No,,
1363,2611,7,BM,BIO MEDICAL ENGINEERING,60,2018,No,,
1364,2611,8,CH,CHEMICAL ENGINEERING,30,2015,No,,
1365,2611,9,CI,Computer Science and Engineering (Internet of Things),60,2022,No,,
1366,2611,10,CS,COMPUTER SCIENCE AND ENGINEERING,300,2001,Yes,2028,
1367,2611,11,CY,Cyber Security,120,2020,No,,
1368,2611,12,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,2001,No,,
1369,2611,13,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,2002,Yes,2028,
1370,2611,14,FD,FOOD TECHNOLOGY,60,2018,No,,
1371,2611,15,IT,INFORMATION TECHNOLOGY,240,2001,No,,
1372,2611,16,ME,MECHANICAL ENGINEERING,120,2004,No,,
1373,2611,17,RM,ROBOTICS AND AUTOMATION,60,2020,No,,
1374,2611,18,PH,PHARMACEUTICAL TECHNOLOGY,60,2018,No,,
1375,2611,19,MZ,Mechatronics Engineering,60,2011,No,,
1376,2612,1,BM,BIO MEDICAL ENGINEERING,60,2024,No,,
1377,2612,2,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
1378,2612,3,IT,INFORMATION TECHNOLOGY,60,2023,No,,
1379,2612,4,CE,CIVIL ENGINEERING,30,2008,No,,
1380,2612,5,CS,COMPUTER SCIENCE AND ENGINEERING,120,1999,No,,
1381,2612,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1999,No,,
1382,2612,7,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2002,No,,
1383,2612,8,ME,MECHANICAL ENGINEERING,60,1999,No,,
1384,2613,1,CE,CIVIL ENGINEERING,60,2002,No,,
1385,2613,2,CS,COMPUTER SCIENCE AND ENGINEERING,180,2001,No,,
1386,2613,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,2002,Yes,2028,
1387,2613,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,2001,No,,
1388,2613,5,IT,INFORMATION TECHNOLOGY,120,2001,No,,
1389,2613,6,ME,MECHANICAL ENGINEERING,120,2005,Yes,2028,
1390,2613,7,SF,Safety and Fire Engineering,30,2020,No,,
1391,2613,8,CI,Computer Science and Engineering (Internet of Things),60,2023,No,,
1392,2613,9,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
1393,2613,10,BM,BIO MEDICAL ENGINEERING,60,2024,No,,
1394,2613,11,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2025,No,,
1395,2614,1,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1998,No,,
1396,2614,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,1998,No,,
