tnea_code,sl_no,branch_code,approved_intake,year_of_starting,nba_accredited,accreditation_valid_upto,approval_note
1222,7,EC,60,2002.0,No,,
1222,8,EE,30,2002.0,No,,
1222,9,ME,30,2011.0,No,,
2612,1,BM,60,2024.0,No,,
2612,2,AD,60,2023.0,No,,
2612,3,IT,60,2023.0,No,,
2612,4,CE,30,2008.0,No,,
2612,5,CS,120,1999.0,No,,
2612,6,EC,60,1999.0,No,,
2612,7,EE,60,2002.0,No,,
2612,8,ME,60,1999.0,No,,
5910,1,AD,120,2020.0,No,,
5910,2,BM,60,2006.0,Yes,2028,
5910,3,CE,60,1984.0,Yes,2028,
5910,4,CB,60,2020.0,No,,
5910,5,SC,60,2023.0,No,,
5910,6,EC,300,1984.0,Yes,2028,
5910,7,EE,120,1995.0,Yes,2027,
5910,8,IT,240,1998.0,Yes,2028,
5910,9,ME,120,1984.0,Yes,2028,
5910,10,AM,60,2024.0,No,,
5910,11,EV,60,2024.0,No,,
5910,12,CS,360,1995.0,Yes,2028,
4965,1,AD,120,2022.0,No,,
4965,2,BM,60,2019.0,No,,
4965,3,BT,30,2002.0,Yes,2027,
4965,4,CE,30,2009.0,No,,
4965,5,EC,180,1999.0,Yes,2028,
4965,6,EE,90,2001.0,Yes,2028,
4965,7,ME,60,2005.0,Yes,2027,
4965,8,IT,60,2023.0,No,,
4965,9,CS,240,1999.0,Yes,2028,
2642,1,CE,30,2010.0,No,,
2642,2,EE,60,2008.0,No,,
2642,3,EC,60,2008.0,No,,
2642,4,ME,60,2009.0,No,,
2642,5,BM,30,2022.0,No,,
2642,6,IT,120,2008.0,No,,
2642,7,CS,120,2008.0,Yes,2027,
2642,8,AD,120,2022.0,No,,
2642,9,SC,120,2026.0,,,
1226,1,CS,120,2007.0,No,,
1226,2,EC,60,2001.0,No,,
1226,3,EE,60,2006.0,No,,
1226,4,ME,60,2001.0,No,,
1226,5,AD,60,2023.0,No,,
1226,6,IT,60,2022.0,No,,
5911,1,AD,30,2024.0,No,,
5911,2,CE,30,2014.0,No,,
5911,3,CS,30,2001.0,No,,
5911,4,EC,30,2001.0,No,,
5911,5,EE,15,2005.0,No,,
5911,6,ME,30,2005.0,No,,
5911,7,BM,30,2024.0,No,,
5911,8,SC,30,2024.0,No,,
5911,9,CB,30,2024.0,No,,
2628,1,EC,120,2024.0,No,,
2628,2,AD,90,2020.0,No,,
2628,3,AM,60,2022.0,No,,
2628,4,BM,60,2020.0,No,,
2628,5,EE,60,2006.0,No,,
2628,6,CS,120,2006.0,No,,
2628,7,SC,60,2022.0,No,,
2628,8,ME,30,2009.0,No,,
2611,1,AD,180,2023.0,No,,
2611,2,AG,60,2015.0,No,,
2611,3,AE,60,2015.0,No,,
2611,4,AM,90,2022.0,No,,
2611,5,BT,60,2020.0,No,,
2611,6,CE,60,2005.0,No,,
2611,7,BM,60,2018.0,No,,
2611,8,CH,30,2015.0,No,,
2611,9,CI,60,2022.0,No,,
2611,10,CS,300,2001.0,Yes,2028,
2611,11,CY,120,2020.0,No,,
2611,12,EC,180,2001.0,No,,
2611,13,EE,120,2002.0,Yes,2028,
2611,14,FD,60,2018.0,No,,
2611,15,IT,240,2001.0,No,,
2611,16,ME,120,2004.0,No,,
2611,17,RM,60,2020.0,No,,
2611,18,PH,60,2018.0,No,,
2611,19,MZ,60,2011.0,No,,
5912,1,CE,30,2007.0,No,,
5912,2,CS,90,2000.0,No,,
5912,3,EE,30,2000.0,No,,
5912,4,EC,60,2000.0,No,,
5912,5,ME,30,2006.0,No,,
5912,6,AD,60,2022.0,No,,
5912,7,IT,30,2022.0,No,,
5912,8,AM,30,2023.0,No,,
5912,9,SC,30,2023.0,No,,
1210,1,CS,960,2000.0,Yes,2028,
1210,2,IT,540,2000.0,Yes,2028,
1210,3,EC,480,2000.0,Yes,2028,
1210,4,EE,180,2001.0,Yes,2028,
1210,5,ME,90,2002.0,Yes,2028,
1210,6,AD,720,2020.0,Yes,2028,
1210,7,AL,240,2022.0,No,,
3833,1,AE,30,2010.0,No,,
3833,2,CE,30,2009.0,No,,
3833,3,CS,120,2008.0,No,,
3833,4,EC,60,2008.0,No,,
3833,5,EE,30,2008.0,No,,
3833,6,ME,30,2010.0,No,,
3833,7,IT,60,2023.0,No,,
3833,8,AD,30,2026.0,,,
2716,1,AE,60,1997.0,No,,
2716,2,AG,60,2020.0,No,,
2716,3,BM,60,2018.0,No,,
2716,4,EC,60,2003.0,No,,
2716,5,EE,60,1997.0,No,,
2716,6,GI,30,2018.0,No,,
2716,7,IT,90,1999.0,No,,
2716,8,MD,30,2020.0,No,,
2716,9,ME,60,1997.0,No,,
2716,10,MZ,30,2012.0,No,,
2716,11,RM,30,2018.0,No,,
2716,12,AD,60,2023.0,No,,
2716,13,SC,30,2023.0,No,,
2716,14,CS,90,1999.0,No,,
2716,15,FT,30,2026.0,,,
2768,1,AO,30,2021.0,No,,
2768,2,CE,30,2009.0,No,,
2768,3,CS,60,2012.0,No,,
2768,4,EC,30,2011.0,No,,
2768,5,EN,30,2009.0,No,,
2768,6,AD,60,2023.0,No,,
2768,7,AM,30,2024.0,No,,
2768,8,ME,30,2009.0,No,,
1452,1,AD,120,2022.0,No,,
1452,2,CB,60,2023.0,No,,
1452,3,CE,30,2010.0,No,,
1452,4,CS,180,2010.0,No,,
1452,5,EC,60,2011.0,No,,
1452,6,EE,30,2010.0,No,,
1452,7,IT,120,2023.0,No,,
1452,8,ME,30,2010.0,No,,
1452,9,AM,60,2024.0,No,,
1452,10,SC,60,2024.0,No,,
1452,11,$,60,2025.0,No,,
1452,12,CF,60,2025.0,No,,
1452,13,RI,60,2025.0,No,,
1452,14,CD,60,2025.0,No,,
4966,1,AD,60,2022.0,No,,
4966,2,CS,90,1998.0,Yes,2027,
4966,3,CE,30,2012.0,No,,
4966,4,EE,30,1999.0,No,,
4966,5,EC,60,1998.0,Yes,2027,
4966,6,ME,60,1998.0,No,,
1525,1,ME,60,2009.0,No,,
1525,2,CS,60,2009.0,No,,
1525,3,EC,30,2009.0,No,,
1525,4,EE,60,2009.0,No,,
1525,5,IT,60,2023.0,No,,
1525,6,AD,60,2025.0,No,,
2354,1,CE,30,2012.0,No,,
2354,2,CS,60,2012.0,No,,
2354,3,EC,60,2012.0,No,,
2354,4,EE,30,2012.0,No,,
2354,5,ME,60,2012.0,No,,
2354,6,AD,60,2023.0,No,,
2354,7,IT,60,2025.0,No,,
4981,1,CS,180,2004.0,No,,
4981,2,CE,30,2012.0,No,,
4981,3,ME,60,2004.0,No,,
4981,4,EE,30,2004.0,No,,
4981,5,EC,60,2004.0,No,,
4981,6,IT,60,2006.0,No,,
4981,7,AM,60,2024.0,No,,
4981,8,AD,180,2022.0,No,,
2753,1,AG,30,2019.0,No,,
2753,2,BM,60,2019.0,No,,
2753,3,AM,60,2023.0,No,,
2753,4,CS,120,2008.0,No,,
2753,5,EC,60,2008.0,No,,
2753,6,ME,30,2009.0,No,,
2753,7,AD,120,2022.0,No,,
2753,8,IT,90,2022.0,No,,
1110,1,AD,150,2020.0,No,,
1110,2,BT,60,2001.0,Yes,2026,
1110,3,CS,180,2001.0,Yes,2026,
1110,4,EC,120,2001.0,Yes,2026,
1110,5,EE,60,2001.0,No,,
1110,6,IT,60,2019.0,No,,
1110,7,AM,90,2023.0,No,,
1110,8,SC,60,2023.0,No,,
1110,9,ME,30,2024.0,No,,
1110,10,CB,60,2024.0,No,,
1442,1,AD,60,2020.0,No,,
1442,2,SC,60,2022.0,No,,
1442,3,CS,120,2009.0,No,,
1414,1,CE,30,2009.0,No,,
1414,2,EC,180,2001.0,Yes,2028,
1414,3,EE,60,2002.0,No,,
1414,4,ME,60,2006.0,No,,
1414,5,IT,90,2001.0,Yes,2028,
1414,6,CS,90,2001.0,Yes,2028,
1510,1,CE,60,2009.0,No,,
1510,2,CS,90,1995.0,No,,
1510,3,EC,60,1995.0,No,,
1510,4,EE,60,1997.0,No,,
1510,5,ME,60,1999.0,No,,
1510,6,IT,60,2023.0,No,,
1510,7,AD,60,2024.0,No,,
2006,1,AS,60,1999.0,Yes,2028,
2006,2,BS,60,2000.0,Yes,2028,
2006,3,BY,60,2006.0,Yes,2028,
2006,4,CE,30,1953.0,No,,
2006,5,CG,60,2022.0,No,,
2006,6,CM,138,1987.0,No,,
2006,7,CN,30,2008.0,No,,
2006,8,EC,60,1968.0,Yes,2030,
2006,9,EE,60,1951.0,Yes,2028,
2006,10,EM,78,2000.0,Yes,2030,
2006,11,FY,60,2006.0,Yes,2028,
2006,12,IM,138,1999.0,No,,
2006,13,IY,60,2007.0,Yes,2026,
2006,14,ME,60,1951.0,Yes,2028,
2006,15,MF,60,2007.0,Yes,2028,
2006,16,MS,60,1983.0,No,,
2006,17,MT,30,1968.0,Yes,2030,
2006,18,MY,30,2008.0,Yes,2030,
2006,19,PN,30,2008.0,No,,
2006,20,PR,30,1975.0,No,,
2006,21,RA,60,2011.0,Yes,2026,
2006,22,TX,30,1965.0,Yes,2030,
2006,23,TT,30,2008.0,Yes,2030,
2006,24,EY,60,2025.0,Yes,2028,
2377,1,CE,60,2014.0,Yes,2027,
2377,2,CS,240,2014.0,Yes,2027,
2377,3,EE,120,2014.0,Yes,2027,
2377,4,ME,120,2014.0,Yes,2027,
2377,5,AD,120,2022.0,No,,
2377,6,IC,60,2024.0,No,,
2377,7,EV,60,2025.0,No,,
2377,8,EC,180,2014.0,Yes,2027,
2377,9,RI,60,2026.0,,,Subject to Anna University approval
2377,10,DA,30,2026.0,,,Subject to Anna University approval
4964,1,AD,60,2024.0,No,,
4964,2,AE,60,2005.0,No,,
4964,3,CE,60,2009.0,No,,
4964,4,CS,90,2001.0,Yes,2026,
4964,5,EE,60,2004.0,Yes,2026,
4964,6,EC,90,2001.0,No,,
4964,7,ME,60,2009.0,Yes,2026,
4964,8,MR,60,2002.0,No,,
4964,9,MU,60,2011.0,No,,
4964,10,BM,60,2024.0,No,,
4964,11,AM,30,2024.0,No,,
4989,1,AD,60,2024.0,No,,
4989,2,AG,60,2021.0,No,,
4989,3,CE,60,2007.0,No,,
4989,4,CS,60,2007.0,No,,
4989,5,EC,60,2007.0,No,,
4989,6,IT,60,2007.0,No,,
4989,7,ME,60,2008.0,No,,
4989,8,AU,30,2014.0,No,,
4989,9,BM,30,2024.0,No,,
4949,1,EC,60,2009.0,No,,
4949,2,EE,60,2009.0,No,,
4949,3,ME,60,2009.0,No,,
4949,4,CE,30,2009.0,No,,
4949,5,IN,30,2010.0,No,,
4949,6,CS,60,2012.0,No,,
4949,7,MZ,60,2012.0,No,,
4949,8,AD,60,2024.0,No,,
4949,9,IT,30,2024.0,No,,
1112,1,CS,300,2001.0,Yes,2026,
1112,2,EC,240,2001.0,Yes,2026,
1112,3,IT,120,2001.0,Yes,2026,
1112,4,CU,60,2020.0,No,,
1112,5,AM,180,2021.0,No,,
1112,6,EE,60,2026.0,,,
1128,1,B*,240,2020.0,No,,
1128,2,CS,300,2008.0,Yes,2028,
1128,3,EC,180,2008.0,Yes,2028,
1128,4,SC,60,2022.0,No,,
1128,5,VL,60,2024.0,No,,
1113,1,CE,60,2005.0,Yes,2026,
1113,2,CS,300,1997.0,Yes,2028,
1113,3,EE,60,1995.0,Yes,2026,
1113,4,EC,300,1995.0,Yes,2028,
1113,5,ME,60,1995.0,Yes,2026,
1113,6,IT,120,1999.0,Yes,2028,
1113,7,CV,60,2021.0,No,,
1113,8,CA,180,2020.0,No,,
1113,9,CU,60,2020.0,No,,
1113,10,VL,60,2023.0,No,,
1113,11,EG,60,2023.0,No,,
2639,1,SC,60,2024.0,No,,
2639,2,AD,180,2022.0,No,,
2639,3,CS,240,2008.0,No,,
2639,4,IT,60,2008.0,No,,
2639,5,ME,30,2009.0,No,,
2639,6,EC,120,2008.0,No,,
2639,7,EE,30,2008.0,No,,
2639,8,AM,60,2026.0,,,
5913,1,CE,30,1985.0,No,,
5913,2,CS,60,1985.0,No,,
5913,3,EE,30,1996.0,No,,
5913,4,EC,90,1994.0,No,,
5913,5,ME,30,1985.0,No,,
5913,6,TX,30,1997.0,No,,
5913,7,AD,120,2023.0,No,,
5913,8,CH,30,2024.0,No,,
5913,9,IT,120,2023.0,No,,
2731,1,EC,60,2007.0,No,,
2731,2,AD,120,2022.0,No,,
2731,3,EE,60,2007.0,No,,
2731,4,ME,60,2009.0,No,,
2731,5,IT,60,2023.0,No,,
2731,6,PC,30,2013.0,No,,
2731,7,BM,60,2024.0,No,,
2731,8,CS,120,2007.0,No,,
2776,1,AG,30,2014.0,Yes,2028,Subject to Anna University approval
2776,2,AU,30,2013.0,No,,
2776,3,CE,30,2009.0,No,,
2776,4,CS,60,2009.0,No,,
2776,5,ME,30,2009.0,No,,
2776,6,AM,30,2023.0,No,,
2776,7,MZ,30,2012.0,No,,
2776,8,SC,60,2024.0,No,,Subject to Anna University approval
2776,9,AD,120,2022.0,No,,
2776,10,EC,120,2025.0,No,,Subject to Anna University approval
1444,1,AD,60,2023.0,No,,
1444,2,SC,30,,,,
1444,3,CE,30,2010.0,No,,
1444,4,CS,60,2010.0,No,,
1444,5,EC,60,2010.0,No,,
1444,6,ME,60,2010.0,No,,
1211,1,AD,420,2022.0,No,,
1211,2,AE,60,2004.0,Yes,2028,
1211,3,AL,240,2020.0,No,,
1211,4,AU,60,2003.0,Yes,2028,
1211,5,BM,120,2005.0,Yes,2028,
1211,6,BT,180,2002.0,Yes,2028,
1211,7,CB,120,2019.0,Yes,2028,
1211,8,CD,60,2021.0,No,,
1211,9,CE,60,2009.0,Yes,2028,
1211,10,CH,60,2016.0,Yes,2027,
1211,11,CS,1020,1997.0,Yes,2028,
1211,12,EC,780,1997.0,Yes,2028,
1211,13,EE,120,1998.0,Yes,2028,
1211,14,IT,300,1999.0,Yes,2028,
1211,15,FD,60,2018.0,Yes,2027,
1211,16,ME,120,1997.0,Yes,2028,
1211,17,MZ,120,2015.0,Yes,2028,
1211,18,RM,60,2020.0,No,,
1211,19,SC,180,2023.0,No,,
1111,1,CS,120,2026.0,,,
1111,2,EC,120,2026.0,,,
1111,3,IT,60,2026.0,,,
1111,4,AD,60,2026.0,,,
1432,1,AD,420,2020.0,No,,
1432,2,CB,120,2021.0,No,,
1432,3,CO,120,2020.0,No,,
1432,4,CS,540,2008.0,Yes,2028,
1432,5,ME,120,2008.0,Yes,2028,
1432,6,EC,420,2008.0,Yes,2027,
1432,7,AM,120,2022.0,No,,
1432,8,EV,120,2023.0,No,,
1432,9,BT,60,2024.0,No,,
1432,10,SC,60,2026.0,,,
1212,1,BM,60,2002.0,No,,
1212,2,CS,60,2001.0,No,,
1212,3,EE,30,2004.0,No,,
1212,4,EC,30,2001.0,No,,
1212,5,PE,30,2004.0,No,,
1212,6,ME,30,2004.0,No,,
1212,7,AD,60,2025.0,No,,
1212,8,IT,60,2026.0,,,
4678,1,AD,120,2021.0,No,,
4678,2,CE,30,2013.0,Yes,2028,
4678,3,CS,180,2013.0,Yes,2027,
4678,4,EE,60,2013.0,Yes,2027,
4678,5,EC,120,2013.0,Yes,2027,
4678,6,ME,30,2013.0,Yes,2027,
4678,7,CB,60,2022.0,No,,
4678,8,IT,60,2022.0,No,,
4678,9,AM,60,2025.0,No,,
4678,10,SC,60,2026.0,,,
2329,1,AG,0,2020.0,No,,
2329,2,AM,180,2023.0,No,,
2329,3,AD,360,2020.0,No,,
2329,4,BT,60,2020.0,No,,
2329,5,CS,240,2011.0,No,,
2329,6,EC,240,2011.0,Yes,2026,
2329,7,IT,120,2011.0,Yes,2026,
2329,8,ME,60,2011.0,Yes,2027,
2329,9,XS,60,2021.0,No,,
2329,10,SC,180,2024.0,No,,
2329,11,MZ,60,2024.0,No,,
4676,1,AD,60,2023.0,No,,
4676,2,CS,120,2011.0,No,,
4676,3,EE,60,2011.0,No,,
4676,4,EC,60,2011.0,No,,
4676,5,ME,60,2011.0,No,,
4676,6,IT,60,2026.0,,,
4676,7,CB,60,2026.0,,,
3817,1,CE,60,2007.0,No,,
3817,2,CS,120,2001.0,Yes,2028,
3817,3,EE,60,2001.0,No,,
3817,4,EC,60,2005.0,No,,
3817,5,ME,60,2005.0,Yes,2028,
3817,6,BT,60,2019.0,No,,
3817,7,AD,60,2025.0,No,,
3817,8,BM,60,2026.0,No,,
4670,1,AG,60,2021.0,No,,
4670,2,BM,60,2022.0,No,,
4670,3,CE,60,2012.0,Yes,2028,
4670,4,CS,180,2012.0,Yes,2028,
4670,5,EC,120,2012.0,Yes,2027,
4670,6,EE,60,2012.0,Yes,2027,
4670,7,ME,120,2012.0,Yes,2027,
4670,8,AD,120,2023.0,No,,
4670,9,AL,120,2024.0,No,,
1437,1,AD,60,2022.0,No,,
1437,2,CE,30,2010.0,No,,
1437,3,CS,60,2008.0,No,,
1437,4,EE,30,2008.0,No,,
1437,5,EC,60,2008.0,No,,
1437,6,ME,30,2010.0,No,,
1437,7,IT,60,2008.0,No,,
1437,8,SC,30,2025.0,No,,
5862,1,AE,30,2011.0,No,,
5862,2,AG,60,2014.0,No,,
5862,3,AU,30,2009.0,No,,
5862,4,BM,60,2010.0,No,,
5862,5,CE,30,2009.0,No,,
5862,6,CS,60,2009.0,No,,
5862,7,ME,30,2010.0,No,,
5862,8,CB,30,2023.0,No,,
5862,9,SC,30,2023.0,No,,
1114,1,AD,120,2021.0,No,,
1114,2,EE,120,2001.0,Yes,2027,
1114,3,ME,60,1998.0,Yes,2027,
1114,4,CB,60,2021.0,No,,
1114,5,AM,60,2022.0,No,,
1114,6,CE,30,2010.0,No,,
1114,7,SC,60,2023.0,No,,
1114,8,CS,300,1998.0,Yes,2028,
1114,9,EC,180,1998.0,Yes,2027,
1114,10,IT,120,1998.0,Yes,2028,
1114,11,EV,60,2023.0,No,,
1512,1,CE,60,2009.0,No,,
1512,2,CS,120,1999.0,No,,
1512,3,EC,60,1999.0,No,,
1512,4,EE,60,2001.0,No,,
1512,5,IT,60,1999.0,No,,
1512,6,ME,60,2003.0,No,,
1512,7,AD,120,2023.0,No,,
1512,8,SC,60,2023.0,No,,
1512,9,AM,60,2024.0,No,,
1213,1,BM,60,2017.0,No,,
1213,2,CS,60,2001.0,No,,
1213,3,EC,60,2001.0,No,,
1213,4,EE,30,2005.0,No,,
1213,5,IT,60,2001.0,No,,
2614,1,EC,60,1998.0,No,,
2614,2,CS,60,1998.0,No,,
2614,3,ME,60,1998.0,No,,
2614,4,TC,30,1998.0,No,,
2614,5,TX,60,1998.0,No,,
2614,6,EE,60,2004.0,No,,
2614,7,CE,30,2009.0,No,,
2614,8,PC,30,2015.0,No,,
2614,9,PE,30,2016.0,No,,
2614,10,IT,60,1999.0,No,,
2614,11,AD,60,2026.0,,,Subject to Anna University approval
4967,1,AD,30,2023.0,No,,
4967,2,CE,30,2008.0,No,,
4967,3,CS,60,2001.0,No,,
4967,4,SC,30,2023.0,No,,
4967,5,EC,60,2001.0,No,,
4967,6,EE,30,2006.0,No,,
4967,7,ME,30,2009.0,No,,
4967,8,IT,60,2023.0,No,,
4747,1,CS,60,2026.0,,,
4747,2,AM,60,2026.0,,,
4747,3,EC,60,2026.0,,,
4747,4,EE,60,2026.0,,,
4747,5,IT,60,2026.0,,,
5915,1,CE,60,2009.0,No,,
5915,2,ME,60,1998.0,No,,
5915,3,EE,60,1998.0,No,,
5915,4,CS,60,1998.0,No,,
5915,5,EC,60,2002.0,No,,
5915,6,AD,30,2025.0,No,,
5915,7,IT,30,2025.0,No,,
2659,1,AD,30,2022.0,No,,
2659,2,BM,60,2014.0,No,,
2659,3,CE,30,2009.0,No,,
2659,4,BT,30,2022.0,No,,
2659,5,CS,60,2009.0,No,,
2659,6,EC,60,2009.0,No,,
2659,7,EE,30,2010.0,No,,
2659,8,IT,60,2022.0,No,,
2659,9,ME,60,2009.0,No,,
2616,1,AD,30,2023.0,No,,
2616,2,CE,30,2007.0,No,,
2616,3,CS,60,2001.0,No,,
2616,4,EC,60,1993.0,No,,
2616,5,EE,30,1993.0,No,,
2616,6,EI,30,1993.0,No,,
2616,7,IT,30,2001.0,No,,
2616,8,ME,60,1993.0,No,,
2616,9,SC,30,2023.0,No,,
3819,1,CS,120,1998.0,Yes,2028,
3819,2,EC,120,1998.0,Yes,2028,
3819,3,EE,60,1998.0,Yes,2028,
3819,4,IT,60,2001.0,Yes,2028,
3819,5,IC,30,2003.0,Yes,2028,
3819,6,ME,60,2005.0,Yes,2028,
3819,7,CE,30,2016.0,Yes,2028,
3819,8,AD,120,2021.0,No,,
3819,9,CB,60,2021.0,No,,
3819,10,AM,60,2022.0,No,,
1449,1,AG,30,2021.0,No,,
1449,2,CE,30,2010.0,No,,
1449,3,CS,60,2010.0,No,,
1449,4,EC,60,2010.0,No,,
1449,5,ME,30,2010.0,No,,
1449,6,IT,60,2026.0,,,
1449,7,AD,60,2026.0,,,
4968,1,AD,60,2022.0,No,,
4968,2,CE,30,2002.0,No,,
4968,3,CS,60,2000.0,No,,
4968,4,EE,30,2006.0,No,,
4968,5,EC,30,2000.0,No,,
4968,6,ME,30,2000.0,No,,
4968,7,SC,60,2025.0,No,,
2361,1,AR,80,2012.0,No,,
2361,2,DA,30,2026.0,,,
2717,1,AD,180,2020.0,No,,Subject to Anna University approval
2717,2,CS,120,2001.0,No,,
2717,3,SC,60,2023.0,No,,
2717,4,IT,60,2023.0,No,,
2717,5,EC,120,2001.0,No,,
2717,6,EE,30,2002.0,No,,
2717,7,ME,30,2005.0,No,,Subject to Anna University approval
2717,8,CE,0,2011.0,No,,Subject to Anna University approval
1216,1,CE,30,2012.0,No,,
1216,2,CS,600,2001.0,Yes,2028,
1216,3,EC,360,2001.0,Yes,2028,
1216,4,EE,60,2002.0,Yes,2028,
1216,5,IT,120,2001.0,Yes,2028,
1216,6,ME,60,2003.0,Yes,2028,
1216,7,AD,180,2020.0,No,,
1216,8,AL,180,2021.0,No,,
1216,9,SC,60,2022.0,No,,
5930,1,CE,90,2010.0,No,,
5930,2,CS,90,2009.0,No,,
5930,3,EE,60,2009.0,No,,
5930,4,EC,90,2009.0,No,,
5930,5,ME,90,2009.0,No,,
5930,6,AD,30,2024.0,No,,
5930,7,IT,30,2024.0,No,,
5930,8,BM,30,2024.0,No,,
4969,1,AD,120,2024.0,No,,
4969,2,CS,180,2001.0,No,,
4969,3,EC,60,2001.0,No,,
4969,4,EE,60,2002.0,No,,
4969,5,ME,60,2003.0,No,,
4969,6,IT,60,2025.0,No,,
4969,7,SC,60,2026.0,,,
3,1,BP,40,2022.0,No,,
3,2,AR,40,1957.0,No,,
3,3,BA,40,2010.0,No,,
2627,1,BM,60,2022.0,No,,
2627,2,BT,60,2013.0,No,,
2627,3,CE,30,2013.0,No,,
2627,4,CS,60,2006.0,No,,
2627,5,EC,60,2006.0,No,,
2627,6,EE,60,2006.0,No,,
2627,7,ME,60,2009.0,No,,
2627,8,IT,60,2022.0,No,,
2627,9,AD,30,2023.0,No,,
2617,1,CE,60,2004.0,No,,
2617,2,AD,60,2021.0,No,,
2617,3,CS,120,2001.0,No,,
2617,4,SC,60,2022.0,No,,
2617,5,EE,60,2001.0,No,,
2617,6,EC,60,2001.0,No,,
2617,7,ME,60,2004.0,No,,
2617,8,IT,60,2007.0,No,,
2617,9,RM,30,2019.0,No,,
2617,10,MD,60,2007.0,No,,
2617,11,PH,30,2023.0,No,,
2617,12,AM,60,2025.0,No,,
2617,13,EV,60,2026.0,,,
4917,1,AD,180,2021.0,No,,
4917,2,AG,30,2016.0,No,,
4917,3,AM,120,2022.0,No,,
4917,4,BM,60,2016.0,Yes,2028,
4917,5,BT,30,2020.0,No,,
4917,6,CB,60,2020.0,No,,
4917,7,CD,60,2021.0,No,,
4917,8,CE,60,2007.0,Yes,2027,
4917,9,CS,300,1995.0,Yes,2027,
4917,10,EC,300,1997.0,Yes,2027,
4917,11,EE,60,1998.0,Yes,2027,
4917,12,IT,120,1999.0,Yes,2025,
4917,13,ME,90,1995.0,Yes,2025,
4917,14,CI,60,2023.0,No,,
4917,15,SC,60,2023.0,No,,
4917,16,EV,30,2026.0,,,
3918,1,AM,30,2023.0,No,,
3918,2,CS,60,2001.0,No,,
3918,3,CE,30,2012.0,No,,
3918,4,ME,30,2005.0,No,,
3918,5,EC,30,2001.0,No,,
3918,6,EE,30,2001.0,No,,
3918,7,SC,30,2023.0,No,,
3918,8,AD,30,2025.0,No,,
3918,9,IT,30,2025.0,No,,
1333,1,CS,60,2009.0,No,,
1333,2,EE,30,2009.0,No,,
1333,3,EC,60,2009.0,No,,
1333,4,ME,60,2009.0,No,,
1333,5,AM,60,2024.0,No,,
1333,6,AD,60,2024.0,No,,
3844,1,CS,120,2010.0,No,,
3844,2,BM,60,2020.0,No,,
3844,3,AD,60,2021.0,No,,
3844,4,EE,30,2009.0,No,,
3844,5,SC,30,2022.0,No,,
3844,6,IT,60,2024.0,No,,
3844,7,EC,30,2023.0,No,,
3844,8,ME,30,2009.0,No,,
2346,1,CS,60,2011.0,No,,
2346,2,EC,30,2011.0,No,,
2346,3,EE,30,2011.0,No,,
2346,4,ME,30,2011.0,No,,
2346,5,AD,60,2022.0,No,,
2346,6,BM,30,2024.0,No,,
2346,7,IT,60,2024.0,No,,
2747,1,CE,60,2010.0,Yes,2028,
2747,2,CS,120,2008.0,Yes,2028,
2747,3,EE,60,2008.0,Yes,2028,
2747,4,EC,120,2008.0,Yes,2028,
2747,5,ME,60,2009.0,Yes,2028,
2747,6,AD,60,2023.0,No,,
2747,7,IT,60,2023.0,No,,
2747,8,BM,60,2023.0,No,,
2747,9,PH,60,2023.0,No,,
2747,10,BT,60,2024.0,No,,
2747,11,AM,60,2024.0,No,,
2747,12,SC,60,2024.0,No,,
2747,13,RM,60,2026.0,,,
2683,1,AG,30,2019.0,No,,
2683,2,BM,60,2019.0,No,,
2683,3,IT,60,2022.0,No,,
2683,4,CS,120,2010.0,No,,
2683,5,ME,30,2010.0,No,,
2683,6,EE,30,2010.0,No,,
2683,7,AD,90,2023.0,No,,
2683,8,EC,60,2025.0,No,,
3760,1,CS,120,2010.0,No,,
3760,2,EC,60,2010.0,No,,
3760,3,ME,60,2010.0,No,,
3760,4,IT,60,2023.0,No,,
3760,5,AD,60,2021.0,No,,
3760,6,AL,60,2025.0,No,,
3760,7,EE,60,2026.0,,,
4938,1,AG,60,2021.0,No,,
4938,2,AD,60,2023.0,No,,
4938,3,CE,60,2009.0,No,,
4938,4,CS,60,2009.0,No,,
4938,5,EE,30,2009.0,No,,
4938,6,BM,60,2025.0,No,,
2726,1,BM,60,2016.0,No,,
2726,2,CE,60,2009.0,No,,
2726,3,CS,360,2002.0,Yes,2028,
2726,4,EC,360,2002.0,Yes,2028,
2726,5,EE,90,2005.0,Yes,2028,
2726,6,ME,150,2005.0,Yes,2028,
2726,7,FD,60,2019.0,No,,
2726,8,AL,120,2021.0,No,,
2726,9,AO,30,2020.0,No,,
2726,10,IT,120,2002.0,Yes,2028,
2726,11,MZ,60,2011.0,No,,
2726,12,AD,180,2020.0,No,,
2726,13,SB,120,2020.0,No,,
2726,14,TS,60,2020.0,No,,
2726,15,CD,60,2021.0,No,,
2726,16,MO,60,2020.0,No,,
2726,17,DS,60,2026.0,,,
5914,1,AD,60,2022.0,No,,
5914,2,CB,60,2022.0,No,,
5914,3,CE,30,1999.0,No,,
5914,4,CS,120,1995.0,No,,
5914,5,EC,60,1997.0,No,,
5914,6,EE,30,1995.0,No,,
5914,7,ME,30,1995.0,No,,
5914,8,AL,60,2025.0,No,,
5914,9,EL,60,2025.0,No,,
2618,1,AD,180,2020.0,No,,
2618,2,BM,60,2019.0,No,,
2618,3,CE,60,2003.0,Yes,2031,
2618,4,CD,60,2022.0,No,,
2618,5,CS,240,1997.0,Yes,2031,
