tnea_code,sl_no,branch_code,approved_intake,year_of_starting,nba_accredited,accreditation_valid_upto,approval_note
1311,13,EC,120,1998.0,Yes,2026,
1311,14,AM,60,2025.0,No,,
1311,15,BM,60,2026.0,,,
5904,1,AD,60,2021.0,No,,
5904,2,CS,120,1997.0,Yes,2028,
5904,3,EC,120,1994.0,Yes,2028,
5904,4,EE,60,1994.0,Yes,2028,
5904,5,IT,90,1999.0,Yes,2028,
5904,6,ME,60,1994.0,Yes,2028,
5904,7,SC,60,2022.0,No,,
5904,8,CI,60,2023.0,No,,
5904,9,EV,60,2026.0,,,Subject to Anna University approval
2764,1,AD,180,2020.0,No,,
2764,2,AM,120,2022.0,No,,
2764,3,BM,60,2017.0,Yes,2027,
2764,4,CH,60,2018.0,Yes,2027,
2764,5,CE,60,2009.0,Yes,2025,
2764,6,CS,420,2010.0,Yes,2026,
2764,7,CB,60,2022.0,No,,
2764,8,EC,360,2009.0,Yes,2026,
2764,9,EE,60,2009.0,Yes,2026,
2764,10,ME,60,2009.0,Yes,2026,
2764,11,IT,180,2022.0,No,,
2764,12,MZ,60,2022.0,No,,
2764,13,SC,60,2025.0,No,,
2764,14,EV,60,2026.0,,,
3830,1,ME,60,2008.0,Yes,2025,
3830,2,EC,180,2008.0,Yes,2025,
3830,3,CS,180,2008.0,Yes,2026,
3830,4,EE,60,2008.0,Yes,2025,
3830,5,CB,60,2020.0,No,,
3830,6,AD,120,2020.0,No,,
3830,7,AM,60,2023.0,No,,
3830,8,IT,120,2020.0,No,,
3701,1,AM,60,2023.0,No,,
3701,2,CE,60,2010.0,Yes,2025,
3701,3,ME,60,2010.0,Yes,2027,
3701,4,EC,120,2010.0,Yes,2025,
3701,5,EE,60,2010.0,No,,
3701,6,CS,180,2010.0,Yes,2025,
3701,7,AD,120,2020.0,No,,
3701,8,IT,60,2023.0,No,,
3456,1,AG,0,2022.0,No,,
3456,2,CS,90,2011.0,No,,
3456,3,ME,60,2011.0,No,,
3456,4,BM,60,2020.0,No,,
3456,5,EE,30,2017.0,No,,
3456,6,EC,30,2011.0,No,,
3456,7,AD,60,2023.0,No,,
3456,8,AM,30,2023.0,No,,
2613,1,CE,60,2002.0,No,,
2613,2,CS,180,2001.0,No,,
2613,3,EE,120,2002.0,Yes,2028,
2613,4,EC,180,2001.0,No,,
2613,5,IT,120,2001.0,No,,
2613,6,ME,120,2005.0,Yes,2028,
2613,7,SF,30,2020.0,No,,
2613,8,CI,60,2023.0,No,,
2613,9,SC,60,2024.0,No,,
2613,10,BM,60,2024.0,No,,
2613,11,AD,60,2025.0,No,,
2607,1,AD,60,2020.0,No,,
2607,2,CS,180,1994.0,Yes,2028,
2607,3,ME,60,1994.0,Yes,2027,
2607,4,EE,90,1994.0,Yes,2028,
2607,5,EC,180,1994.0,Yes,2028,
2607,6,TX,30,1997.0,Yes,2028,
2607,7,IT,120,1998.0,Yes,2028,
2607,8,BT,60,2002.0,Yes,2028,
2607,9,CB,0,2020.0,No,,
2607,10,CE,60,2002.0,Yes,2028,
2607,11,FD,60,2016.0,Yes,2028,
2607,12,AM,60,2022.0,No,,
2607,13,MZ,60,2001.0,Yes,2027,
2607,14,EV,60,2023.0,No,,
2607,15,RM,60,2026.0,,,
4959,1,BT,60,2002.0,Yes,2026,
4959,2,CE,30,2009.0,No,,
4959,3,CS,180,1998.0,Yes,2026,
4959,4,EC,180,1998.0,Yes,2026,
4959,5,IT,120,2000.0,Yes,2027,
4959,6,ME,30,2005.0,Yes,2026,
4959,7,EE,60,2002.0,Yes,2026,
4959,8,MZ,60,2014.0,Yes,2027,
4959,9,AD,120,2020.0,No,,
2656,1,AD,60,2021.0,No,,
2656,2,CE,60,2009.0,Yes,2027,
2656,3,CS,120,2009.0,Yes,2027,
2656,4,EC,120,2009.0,Yes,2027,
2656,5,EE,60,2010.0,Yes,2027,
2656,6,ME,60,2009.0,Yes,2027,
2656,7,AL,60,2024.0,No,,
2656,8,SC,60,2025.0,No,,
2656,9,IT,120,2025.0,No,,
5533,1,CE,60,2011.0,No,,
5533,2,CS,60,2011.0,No,,
5533,3,EC,30,2011.0,No,,
5533,4,EE,30,2011.0,No,,
5533,5,ME,60,2011.0,No,,
5533,6,AD,30,2025.0,No,,
5533,7,AG,30,2025.0,No,,
5533,8,FT,30,2025.0,No,,
2710,1,EV,60,2024.0,No,,
2710,2,AD,240,2020.0,No,,
2710,3,CE,60,2008.0,Yes,2027,
2710,4,CS,420,2000.0,Yes,2027,
2710,5,EC,420,2000.0,Yes,2028,
2710,6,EE,180,2002.0,Yes,2028,
2710,7,IT,240,2001.0,Yes,2028,
2710,8,ME,180,2000.0,Yes,2028,
2710,9,SC,60,2020.0,No,,
2745,1,AM,60,,,,
2745,2,CO,30,2023.0,No,,
2745,3,AD,120,2020.0,No,,
2745,4,CS,60,2008.0,No,,
2745,5,EC,120,2008.0,No,,
2745,6,EE,60,2008.0,No,,
2745,7,ME,30,2009.0,No,,
2751,1,AD,120,2020.0,No,,
2751,2,CB,60,2021.0,No,,
2751,3,CS,180,2008.0,Yes,2027,
2751,4,EC,120,2008.0,Yes,2027,
2751,5,IT,120,2008.0,Yes,2028,
2751,6,ME,60,2008.0,No,,
2751,7,AM,120,2024.0,No,,
2751,8,SC,60,2024.0,No,,
2751,9,RM,60,2025.0,No,,
3905,1,AD,60,2023.0,No,,
3905,2,CS,120,2001.0,No,,
3905,3,EE,60,2001.0,No,,
3905,4,EC,120,2001.0,No,,
3905,5,CE,30,2010.0,No,,
3905,6,ME,60,2006.0,No,,
3905,7,IT,30,2024.0,No,,
1207,1,AM,30,2022.0,No,,
1207,2,BM,60,2019.0,No,,
1207,3,CS,120,2001.0,No,,
1207,4,EC,120,2001.0,No,,
1207,5,IT,120,2006.0,No,,
1207,6,ME,60,2001.0,No,,
1207,7,RM,30,2019.0,No,,
1207,8,AD,120,2021.0,No,,
1207,9,SC,60,2026.0,,,
1520,1,AD,60,2021.0,No,,
1520,2,CS,120,2008.0,No,,
1520,3,CB,30,2021.0,No,,
1520,4,EC,60,2008.0,No,,
1520,5,IT,60,2008.0,No,,
1520,6,ME,30,2009.0,No,,
1520,7,AR,40,2025.0,No,,
1520,8,AL,60,2025.0,No,,
2750,1,AD,180,2021.0,No,,
2750,2,AE,60,2011.0,Yes,2028,
2750,3,BM,30,2017.0,No,,
2750,4,BT,60,2017.0,Yes,2028,
2750,5,AM,120,2023.0,No,,
2750,6,CB,60,2021.0,No,,
2750,7,CS,300,2008.0,Yes,2026,
2750,8,EC,180,2008.0,Yes,2026,
2750,9,EE,60,2008.0,Yes,2026,
2750,10,ME,30,2009.0,Yes,2028,
2750,11,EV,60,2024.0,No,,
2750,12,SC,60,2025.0,No,,
2653,1,ME,120,2009.0,Yes,2028,
2653,2,EE,120,2009.0,Yes,2028,
2653,3,CE,60,2010.0,No,,
2653,4,CB,60,2020.0,No,,
2653,5,EC,180,2009.0,Yes,2028,
2653,6,CS,240,2009.0,Yes,2028,
2653,7,IT,120,2020.0,No,,
2653,8,AD,120,2021.0,No,,
2653,9,EX,60,2025.0,No,,
2711,1,AD,180,2021.0,No,,
2711,2,AL,60,2021.0,No,,
2711,3,AU,60,2015.0,Yes,2028,
2711,4,CE,60,1984.0,Yes,2028,
2711,5,CD,120,2021.0,No,,
2711,6,CS,360,1988.0,Yes,2026,
2711,7,CH,60,1994.0,Yes,2028,
2711,8,EC,240,1984.0,Yes,2028,
2711,9,EE,120,1994.0,Yes,2026,
2711,10,EI,120,1998.0,Yes,2028,
2711,11,FD,60,2006.0,Yes,2029,
2711,12,ME,120,1984.0,Yes,2028,
2711,13,IT,180,1998.0,Yes,2026,
2711,14,MZ,120,1999.0,Yes,2029,
2711,15,AR,40,2015.0,No,,
3826,1,AG,60,2021.0,No,,
3826,2,AD,180,2021.0,No,,
3826,3,BM,60,2020.0,No,,
3826,4,CE,60,2010.0,No,,
3826,5,CS,180,2007.0,Yes,2025,
3826,6,EC,180,2007.0,Yes,2025,
3826,7,EE,60,2010.0,Yes,2025,
3826,8,IT,120,2007.0,No,,
3826,9,ME,120,2007.0,Yes,2025,
3410,1,CE,30,2011.0,No,,
3410,2,CS,60,2001.0,No,,
3410,3,EC,60,2001.0,No,,
3410,4,EE,60,2002.0,No,,
3410,5,ME,60,2005.0,No,,
3410,6,IT,60,2023.0,No,,
3410,7,AD,60,2024.0,No,,
2712,1,AD,120,2020.0,No,,
2712,2,AE,69,2006.0,Yes,2028,
2712,3,AU,30,2011.0,Yes,2029,
2712,4,CE,90,1984.0,Yes,2028,
2712,5,CS,420,1986.0,Yes,2028,
2712,6,EC,207,1986.0,Yes,2028,
2712,7,EI,69,2006.0,Yes,2028,
2712,8,FT,30,2002.0,Yes,2028,
2712,9,IT,129,1998.0,Yes,2028,
2712,10,ME,90,1984.0,Yes,2028,
2712,11,MZ,69,1999.0,Yes,2028,
2712,12,TX,30,1995.0,Yes,2031,
2712,13,BT,69,2002.0,Yes,2028,
2712,14,EE,138,1984.0,Yes,2028,
5990,1,CE,30,2010.0,No,,
5990,2,CS,90,2007.0,No,,
5990,3,EE,30,2007.0,No,,
5990,4,ME,60,2010.0,No,,
5990,5,EC,45,2007.0,No,,
5990,6,AD,30,2026.0,,,
4983,1,AE,30,2006.0,No,,
4983,2,AG,60,2022.0,No,,
4983,3,CS,60,2006.0,No,,
4983,4,CE,60,2011.0,No,,
4983,5,EC,30,2006.0,No,,
4983,6,EE,30,2014.0,No,,
4983,7,ME,60,2006.0,No,,
4983,8,RM,30,2012.0,No,,
1450,1,AD,60,2024.0,No,,
1450,2,CS,120,2010.0,Yes,2025,
1450,3,EC,60,2010.0,Yes,2025,
1450,4,EE,60,2010.0,Yes,2025,
1450,5,IT,60,2010.0,Yes,2025,
1450,6,ME,60,2010.0,Yes,2025,
1225,1,AD,120,2022.0,No,,
1225,2,SC,60,2023.0,No,,
1225,3,ME,60,2007.0,No,,
1225,4,CS,120,2007.0,No,,
1225,5,IT,120,2006.0,No,,
1225,6,EE,30,2003.0,No,,
1225,7,EC,90,2003.0,No,,
4993,1,BM,60,2020.0,No,,
4993,2,AM,60,2023.0,No,,
4993,3,EC,60,2008.0,No,,
4993,4,EE,60,2008.0,No,,
4993,5,IT,60,2017.0,No,,
4993,6,ME,60,2010.0,No,,
4993,7,AD,60,2022.0,No,,
4993,8,CS,120,2008.0,No,,
4929,1,CS,90,2009.0,No,,
4929,2,CE,60,2010.0,No,,
4929,3,EC,60,2009.0,No,,
4929,4,EE,60,2009.0,No,,
4929,5,ME,60,2009.0,No,,
4929,6,AD,30,2023.0,No,,
3811,1,CE,30,2006.0,Yes,2027,
3811,2,EC,60,2001.0,Yes,2026,
3811,3,AD,60,2022.0,No,,
3811,4,IT,120,2022.0,No,,
3811,5,CS,180,1998.0,No,,
3811,6,EE,60,1998.0,No,,
3811,7,ME,60,1998.0,No,,
3811,8,BM,30,2022.0,No,,
2608,1,AD,180,2020.0,No,,
2608,2,CB,60,2020.0,No,,
2608,3,CS,180,2000.0,Yes,2028,
2608,4,EC,300,2000.0,Yes,2026,
2608,5,EE,120,2001.0,Yes,2026,
2608,6,IT,120,2001.0,Yes,2028,
2608,7,ME,90,2000.0,Yes,2026,
2608,8,CE,30,2009.0,Yes,2028,
2608,9,AM,60,2023.0,No,,
2608,10,EV,60,2024.0,No,,
2608,11,SC,60,2025.0,No,,
3923,1,AD,30,2023.0,No,,
3923,2,CE,30,2010.0,No,,
3923,3,EC,30,2002.0,No,,
3923,4,ME,30,2002.0,No,,
3923,5,CS,60,2007.0,No,,
3923,6,EE,30,2002.0,No,,
2713,1,CE,30,2001.0,No,,
2713,2,CS,60,2001.0,No,,
2713,3,EC,60,2001.0,No,,
2713,4,EE,60,2001.0,No,,
2713,5,IT,60,2007.0,No,,
2713,6,ME,60,2001.0,No,,
3843,1,CE,30,2009.0,No,,
3843,2,CS,120,2009.0,No,,
3843,3,EC,90,2009.0,No,,
3843,4,EE,30,2010.0,No,,
3843,5,ME,60,2009.0,No,,
3843,6,IT,90,2023.0,No,,
3843,7,AD,60,2024.0,No,,
3843,8,AM,30,2024.0,No,,
3843,9,BM,30,2025.0,No,,
3829,1,AD,120,2022.0,No,,
3829,2,CE,30,2010.0,No,,
3829,3,CS,120,2008.0,No,,
3829,4,EE,60,2008.0,Yes,2027,
3829,5,EC,120,2008.0,Yes,2027,
3829,6,IT,60,2008.0,Yes,2027,
3829,7,ME,30,2009.0,No,,
3829,8,BM,60,2026.0,,,
3786,1,AD,90,2022.0,No,,
3786,2,AE,60,2010.0,No,,
3786,3,BM,90,2022.0,No,,
3786,4,CS,90,2010.0,No,,
3786,5,EC,60,2010.0,No,,
3786,6,EE,30,2010.0,No,,
3786,7,ME,30,2010.0,No,,
3786,8,MZ,30,2012.0,No,,
3786,9,IT,60,2024.0,No,,
1411,1,AE,30,2006.0,No,,
1411,2,BT,30,2002.0,Yes,2016,
1411,3,BM,30,2022.0,No,,
1411,4,CB,30,2022.0,No,,
1411,5,AD,30,2023.0,No,,
1411,6,CS,60,1998.0,Yes,2011,
1411,7,EC,30,1998.0,Yes,2011,
1411,8,EE,30,1998.0,Yes,2016,
1411,9,IT,30,1999.0,Yes,2016,
1411,10,ME,30,1998.0,Yes,2016,
1411,11,AM,30,2024.0,No,,
1203,1,AD,60,2025.0,No,,
1203,2,CB,60,2025.0,No,,
1203,3,CS,60,2025.0,No,,
1203,4,AM,60,2025.0,No,,
1203,5,SC,60,2025.0,No,,
1203,6,IT,60,2025.0,No,,
1430,1,CE,30,2010.0,No,,
1430,2,CS,150,2008.0,No,,
1430,3,EE,60,2008.0,No,,
1430,4,EC,60,2008.0,No,,
1430,5,ME,60,2009.0,No,,
1430,6,AD,60,2024.0,No,,
4998,1,CE,30,2009.0,No,,
4998,2,CS,30,2008.0,No,,
4998,3,EC,30,2008.0,No,,
4998,4,EE,30,2008.0,No,,
4998,5,ME,45,2008.0,No,,
1339,1,AM,60,2025.0,No,,
1339,2,SC,30,2025.0,No,,
1339,3,AD,60,2022.0,No,,
1339,4,CS,120,2011.0,No,,
1339,5,EC,60,2011.0,No,,
1339,6,EE,30,2011.0,No,,
3854,1,CS,30,2010.0,No,,
3854,2,EE,60,2009.0,No,,
3854,3,ME,60,2009.0,No,,
3854,4,AG,30,2023.0,No,,
3854,5,IT,30,2023.0,No,,
3854,6,AD,30,2023.0,No,,
3854,7,CE,30,2009.0,No,,
3854,8,SC,0,2023.0,No,,
2623,1,AD,180,2023.0,No,,
2623,2,BM,60,2014.0,No,,
2623,3,CS,180,2005.0,No,,
2623,4,EE,60,2005.0,No,,
2623,5,EC,60,2005.0,No,,
2623,6,IT,120,2005.0,No,,
2623,7,ME,60,2009.0,No,,
2609,1,AE,60,2009.0,No,,
2609,2,AG,60,2014.0,No,,
2609,3,AD,240,2021.0,No,,
2609,4,CS,180,1995.0,Yes,2028,
2609,5,CE,60,2002.0,No,,
2609,6,EC,180,1995.0,Yes,2028,
2609,7,EE,120,1999.0,Yes,2028,
2609,8,IT,120,1999.0,No,,
2609,9,ME,60,1995.0,No,,
2609,10,CY,120,2021.0,No,,
2609,11,MZ,60,2025.0,No,,
2638,1,CS,180,2008.0,No,,
2638,2,EC,60,2008.0,No,,
2638,3,IT,120,2008.0,No,,
2638,4,EE,60,2025.0,No,,
2638,5,AD,60,2026.0,,,
2632,1,AU,60,2011.0,No,,
2632,2,BM,60,2014.0,No,,
2632,3,CS,240,2007.0,No,,
2632,4,EC,120,2007.0,No,,
2632,5,EE,60,2007.0,No,,
2632,6,IT,120,2007.0,No,,
2632,7,ME,120,2009.0,No,,
2632,8,AM,120,2022.0,No,,
2632,9,CE,60,2014.0,No,,
2632,10,AD,60,2026.0,,,
1412,1,CB,60,2021.0,No,,
1412,2,ME,120,1998.0,No,,
1412,3,EE,60,1998.0,No,,
1412,4,EC,180,2001.0,No,,
1412,5,IT,120,2001.0,No,,
1412,6,CE,60,2009.0,No,,
1412,7,AD,180,2021.0,No,,
1412,8,CS,240,1998.0,Yes,2025,
3810,1,AD,120,2020.0,No,,
3810,2,AG,60,2020.0,No,,
3810,3,CS,150,1998.0,No,,
3810,4,CE,30,2009.0,No,,
3810,5,EC,120,1998.0,No,,
3810,6,EE,60,1998.0,No,,
3810,7,EI,30,1998.0,No,,
3810,8,IT,90,2001.0,No,,
3810,9,ME,60,2005.0,No,,
3810,10,FD,60,2022.0,No,,
3810,11,BM,120,2022.0,No,,
3810,12,BT,60,2024.0,No,,
3810,13,AM,60,2024.0,No,,
3810,14,CY,60,2024.0,No,,
5536,1,AG,60,2020.0,No,,
5536,2,CS,60,2013.0,No,,
5536,3,EC,60,2013.0,No,,
5536,4,EV,30,2025.0,No,,
5536,5,AM,60,2023.0,No,,
5536,6,IT,30,2025.0,No,,
5536,7,EE,30,2013.0,No,,
5536,8,ME,30,2013.0,No,,
4928,1,CE,60,2009.0,No,,
4928,2,CS,120,2009.0,Yes,2028,
4928,3,EC,60,2009.0,No,,
4928,4,EE,60,2012.0,No,,
4928,5,AD,60,2022.0,No,,
4928,6,ME,60,2009.0,Yes,2028,
4927,1,CE,30,2010.0,No,,
4927,2,CS,60,2008.0,No,,
4927,3,EE,30,2008.0,No,,
4927,4,EC,30,2008.0,No,,
4927,5,ME,60,2009.0,No,,
4927,6,AU,30,2012.0,No,,
4927,7,AL,30,2025.0,No,,
4927,8,IT,30,2025.0,No,,
4927,9,AD,60,2025.0,No,,
4927,10,BM,60,2026.0,,,Subject to Anna University approval
4927,11,BT,30,2026.0,,,Subject to Anna University approval
4927,12,CB,30,2026.0,,,Subject to Anna University approval
4984,1,CE,30,2010.0,No,,
4984,2,CS,90,2006.0,No,,
4984,3,EE,30,2006.0,No,,
4984,4,EC,60,2006.0,No,,
4984,5,ME,60,2010.0,No,,
4984,6,IT,60,2006.0,No,,
4984,7,AD,60,2023.0,No,,
1509,1,CS,120,2001.0,No,,
1509,2,IT,120,2001.0,No,,
1509,3,EC,120,2001.0,No,,
1509,4,CE,30,2012.0,No,,
1509,5,EE,30,2001.0,No,,
1509,6,EI,30,2007.0,No,,
1509,7,ME,30,2011.0,No,,
1509,8,AD,60,2023.0,No,,
1509,9,AR,80,2009.0,No,,
1509,10,AM,60,2023.0,No,,
1509,11,CB,60,2025.0,No,,
1509,12,SC,60,2026.0,,,
3857,1,CE,30,2010.0,No,,
3857,2,ME,30,2009.0,No,,
3857,3,CS,60,2009.0,No,,
3857,4,EE,30,2009.0,No,,
3857,5,EC,30,2009.0,No,,
3857,6,AM,30,2023.0,No,,
3857,7,BM,30,2023.0,No,,
3857,8,AG,30,2023.0,No,,
3857,9,AD,30,2026.0,,,
1309,1,CE,60,2002.0,Yes,2026,
1309,2,CS,180,2001.0,Yes,2026,
1309,3,EC,120,2001.0,Yes,2026,
1309,4,EE,60,2003.0,Yes,2027,
1309,5,IT,180,2001.0,Yes,2027,
1309,6,ME,60,2010.0,Yes,2026,
1309,7,AD,120,2021.0,No,,
1309,8,AL,60,2026.0,,,
1309,9,SC,60,2026.0,,,
4960,1,CE,120,1984.0,Yes,2028,
4960,2,EE,120,1984.0,Yes,2028,
4960,3,EC,180,1984.0,Yes,2028,
4960,4,CS,180,1987.0,Yes,2028,
4960,5,ME,120,1993.0,Yes,2028,
4960,6,IT,120,2001.0,Yes,2028,
4960,7,BT,60,2002.0,Yes,2028,
4960,8,AD,120,2020.0,No,,
4960,9,BM,60,2020.0,No,,
4960,10,AR,40,2022.0,No,,
1310,1,AD,60,2020.0,No,,
1310,2,CE,30,2005.0,No,,
1310,3,CB,30,2021.0,No,,
1310,4,CS,120,1994.0,No,,
1310,5,EC,60,1994.0,No,,
1310,6,EE,30,1999.0,No,,
1310,7,ME,30,1994.0,No,,
1310,8,IT,60,1999.0,No,,
5907,1,AD,60,2022.0,No,,
5907,2,AG,30,2021.0,No,,
5907,3,CS,90,1993.0,Yes,2027,
5907,4,CH,45,1996.0,No,,
5907,5,EC,60,1984.0,No,,
5907,6,EE,60,1995.0,No,,
5907,7,IT,90,1999.0,Yes,2027,
5907,8,ME,60,1984.0,No,,
5907,9,MR,30,1997.0,No,,
5907,10,CB,60,2022.0,No,,
5907,11,AR,40,1993.0,No,,
5907,12,AM,30,2024.0,No,,
5907,13,SC,30,2024.0,No,,
5907,14,AE,30,1998.0,No,,
5907,15,CE,30,1984.0,No,,
1301,1,EL,30,2024.0,No,,
1301,2,AM,60,2024.0,No,,
1301,3,EA,30,2024.0,No,,
1301,4,CB,30,2022.0,No,,
1301,5,CE,30,2007.0,No,,
1301,6,EC,60,2001.0,No,,
1301,7,EE,30,2005.0,No,,
1301,8,IT,60,2001.0,No,,
1301,9,ME,30,2005.0,Yes,2026,
1301,10,SC,30,2023.0,No,,
1301,11,CS,60,2001.0,No,,
1301,12,AD,60,2022.0,No,,
1301,13,DA,30,2026.0,,,
3812,1,AM,30,2024.0,No,,
3812,2,AD,60,2022.0,No,,
3812,3,CE,30,2009.0,No,,
3812,4,CS,120,1985.0,No,,
3812,5,EC,30,1985.0,No,,
3812,6,EI,30,1998.0,No,,
3812,7,IT,90,2000.0,No,,
3812,8,ME,60,1985.0,No,,
3812,9,EE,30,1997.0,No,,
3846,1,AD,60,2022.0,No,,
3846,2,CB,60,2022.0,No,,
3846,3,CE,60,2009.0,No,,
3846,4,CS,60,2012.0,No,,
3846,5,EC,30,2009.0,No,,
3846,6,EE,60,2009.0,No,,
3846,7,ME,60,2009.0,No,,
3846,8,RM,30,2025.0,No,,
3908,1,CS,120,2001.0,Yes,2028,
3908,2,EC,60,2001.0,Yes,2028,
3908,3,EE,60,2005.0,Yes,2028,
3908,4,CE,30,2009.0,No,,
3908,5,ME,30,2008.0,No,,
3908,6,AD,60,2023.0,No,,
3908,7,IT,60,2023.0,No,,
2610,1,BM,60,2018.0,Yes,2028,
2610,2,BT,60,2018.0,No,,
2610,3,CE,30,2013.0,Yes,2028,
2610,4,CS,300,2000.0,Yes,2027,
2610,5,EC,240,2000.0,Yes,2027,
2610,6,EE,120,2000.0,Yes,2027,
2610,7,IT,120,2001.0,Yes,2028,
2610,8,ME,120,2004.0,Yes,2027,
2610,9,AD,240,2020.0,No,,
2610,10,SC,60,2020.0,No,,
2610,11,MZ,30,2020.0,No,,
2610,12,AM,60,2023.0,No,,
2610,13,CB,60,2023.0,No,,
2610,14,EV,30,2023.0,No,,
5832,1,AD,120,2022.0,No,,
5832,2,CE,30,2010.0,No,,
5832,3,CS,120,2008.0,Yes,2027,
5832,4,EE,60,2008.0,Yes,2027,
5832,5,ME,60,2009.0,Yes,2027,
5832,6,AM,60,2024.0,No,,
5832,7,IT,60,2022.0,No,,
5832,8,SC,60,2025.0,No,,
5832,9,EC,120,2008.0,Yes,2027,
2327,1,CS,90,2011.0,No,,
2327,2,EC,90,2011.0,No,,
2327,3,EE,30,2011.0,No,,
2327,4,ME,30,2011.0,No,,
2327,5,AD,120,2023.0,No,,
2327,6,IT,60,2023.0,No,,
2327,7,CE,30,2011.0,No,,
5865,1,CE,60,2010.0,No,,
5865,2,CS,120,2010.0,No,,
5865,3,EC,60,2010.0,No,,
5865,4,EE,60,2014.0,No,,
5865,5,ME,60,2010.0,No,,
5865,6,IT,60,2022.0,No,,
5865,7,AD,60,2022.0,No,,
2752,1,CS,120,2008.0,Yes,2027,
2752,2,EC,60,2008.0,Yes,2027,
2752,3,EE,60,2008.0,Yes,2027,
2752,4,IT,120,2008.0,Yes,2026,
2752,5,AD,60,2025.0,No,,
2715,1,AG,60,2017.0,No,,
2715,2,BM,60,2018.0,Yes,2027,
2715,3,CS,240,2001.0,Yes,2027,
2715,4,CE,30,2009.0,Yes,2027,
2715,5,CH,30,2017.0,Yes,2027,
2715,6,EC,180,2001.0,Yes,2027,
2715,7,EE,60,2002.0,Yes,2028,
2715,8,IT,120,2001.0,Yes,2027,
2715,9,ME,60,2005.0,Yes,2028,
2715,10,CI,60,2022.0,No,,
2715,11,AD,120,2021.0,No,,
2715,12,SC,60,2022.0,No,,
4977,1,AD,60,2023.0,No,,
4977,2,CS,120,2002.0,No,,
4977,3,EC,60,2002.0,No,,
4977,4,EE,27,2004.0,No,,
4977,5,ME,60,2009.0,No,,
4977,6,BM,60,2026.0,,,Subject to Anna University approval
4977,7,SC,30,2026.0,,,Subject to Anna University approval
4962,1,AD,60,2022.0,No,,
4962,2,CE,60,2012.0,Yes,2028,
4962,3,CS,120,1984.0,Yes,2028,
4962,4,EC,120,1984.0,Yes,2026,
4962,5,EE,60,1994.0,Yes,2028,
4962,6,IT,60,2001.0,Yes,2028,
4962,7,ME,60,1984.0,Yes,2028,
2729,1,AD,120,2020.0,No,,
2729,2,CB,60,2020.0,No,,
2729,3,AE,120,2006.0,No,,
2729,4,CS,120,2006.0,No,,
2729,5,EC,120,2006.0,Yes,2027,
2729,6,EE,60,2006.0,Yes,2027,
2729,7,ME,60,2006.0,Yes,2027,
2729,8,IT,60,2022.0,No,,
2729,9,MZ,60,2011.0,Yes,2027,
2755,1,AE,60,2008.0,Yes,2026,
2755,2,AG,30,2019.0,Yes,2029,
2755,3,CE,30,2008.0,No,,
2755,4,CS,120,2008.0,Yes,2026,
2755,5,FD,60,2019.0,No,,
2755,6,IT,60,2022.0,No,,
2755,7,AM,60,2024.0,No,,
2755,8,SC,60,2024.0,No,,
2755,9,CO,60,2025.0,No,,
2755,10,AD,60,2026.0,,,
4961,1,CE,30,2012.0,No,,
4961,2,CS,90,2000.0,No,,
4961,3,EC,60,2000.0,No,,
4961,4,EE,60,2002.0,No,,
4961,5,ME,30,2011.0,No,,
4961,6,AD,30,2024.0,No,,
4961,7,SC,30,2024.0,No,,
1133,1,AD,60,2023.0,No,,
1133,2,CE,30,2012.0,No,,
1133,3,EC,60,2012.0,No,,
1133,4,ME,60,2012.0,No,,
1133,5,CS,60,2012.0,No,,
1133,6,SC,60,2026.0,,,
1133,7,CB,30,2026.0,,,
3466,1,AD,60,2023.0,No,,
3466,2,CS,60,2013.0,No,,
3466,3,EC,60,2013.0,No,,
3466,4,EE,60,2013.0,No,,
3466,5,ME,60,2013.0,No,,
3466,6,BM,60,2025.0,No,,
1431,1,AD,180,2023.0,No,,
1431,2,CS,300,2008.0,Yes,2027,
1431,3,SC,120,2023.0,No,,
1431,4,EE,60,2008.0,Yes,2027,
1431,5,EC,180,2008.0,Yes,2027,
1431,6,IT,120,2008.0,Yes,2027,
1431,7,ME,30,2010.0,No,,
4986,1,AD,60,2023.0,No,,
4986,2,CS,60,2023.0,No,,
4986,3,IT,60,2023.0,No,,
4986,4,EC,60,2023.0,No,,
4986,5,ME,60,2023.0,No,,
4986,6,EE,30,2023.0,No,,
3782,1,CS,120,2010.0,No,,
3782,2,EC,60,2010.0,No,,
3782,3,EE,30,2010.0,No,,
3782,4,AD,60,2023.0,No,,
3782,5,IT,60,2023.0,No,,
3782,6,CB,60,2023.0,No,,
3782,7,AM,60,2024.0,No,,
3813,1,CE,30,2005.0,No,,
3813,2,CS,90,1998.0,No,,
3813,3,EC,60,1998.0,No,,
3813,4,EE,30,2006.0,No,,
3813,5,IT,90,2001.0,No,,
3813,6,ME,30,1998.0,No,,
3813,7,AD,60,2026.0,,,
2741,1,AD,120,2022.0,No,,
2741,2,CS,120,2008.0,Yes,2026,
2741,3,EC,120,2008.0,Yes,2026,
2741,4,EE,60,2008.0,Yes,2026,
2741,5,IT,60,2022.0,No,,
2741,6,ME,60,2009.0,Yes,2026,
2741,7,CE,30,2024.0,No,,
1222,1,AE,30,2007.0,No,,
1222,2,AD,60,2023.0,No,,Subject to Anna University approval
1222,3,CS,120,2002.0,No,,
1222,4,CE,15,2012.0,No,,
1222,5,SC,30,2023.0,No,,
1222,6,IT,60,2007.0,No,,
